accession	seq_len	N_count	nearest_clade	dist_to_nearest_clade
EPI_ISL_490763	29623	1	20B-2	0
EPI_ISL_490832	29623	466	20B-2	1
EPI_ISL_467304	29623	0	20C-1	0
EPI_ISL_538996	29623	273	20A-2	0
EPI_ISL_489660	29623	0	20A-3	0
EPI_ISL_418161	29623	726	19A-1	0
EPI_ISL_574935	29623	2	20C-1	0
EPI_ISL_456526	29623	190	20C-1	0
EPI_ISL_456559	29623	190	20C-1	0
EPI_ISL_442661	29623	279	20B-2	0
EPI_ISL_438605	29623	3	20A-3	0
EPI_ISL_485135	29623	61	20C-1	0
EPI_ISL_440840	29623	503	20A-3	0
EPI_ISL_493701	29623	757	20A-3	0
EPI_ISL_473330	29623	5	20B-1	0
EPI_ISL_434485	29623	0	19A-4	0
EPI_ISL_566030	29623	1	20C-1	0
EPI_ISL_535498	29623	0	20B-2	1
EPI_ISL_438110	29623	17	20B-2	0
EPI_ISL_468284	29623	11	20A-3	0
EPI_ISL_454145	29623	138	20B-2	0
EPI_ISL_490265	29623	1762	20B-2	0
EPI_ISL_549668	29623	1	20A-3	0
EPI_ISL_450002	29623	0	20C-1	0
EPI_ISL_449999	29623	0	20C-1	0
EPI_ISL_548196	29623	0	20A-2	0
EPI_ISL_465705	29623	247	20A-3	0
EPI_ISL_514089	29623	12	20B-2	0
EPI_ISL_446000	29623	350	20A-3	0
EPI_ISL_467203	29623	454	20A-3	0
EPI_ISL_542818	29623	0	20C-1	0
EPI_ISL_548115	29623	220	20A-1	0
EPI_ISL_452049	29623	0	20C-1	0
EPI_ISL_525229	29623	4	20C-1	0
EPI_ISL_556925	29623	300	20A-3	1
EPI_ISL_499315	29623	0	20B-2	0
EPI_ISL_549523	29623	0	20B-2	0
EPI_ISL_529943	29623	0	20A-1	0
EPI_ISL_540378	29623	0	20A-3	0
EPI_ISL_569134	29623	0	20A-3	0
EPI_ISL_569092	29623	0	20A-3	0
EPI_ISL_575905	29623	0	20A-3	0
EPI_ISL_576022	29623	286	20B-2	0
EPI_ISL_489936	29623	0	20C-1	0
EPI_ISL_546300	29623	4	20C-1	0
EPI_ISL_424138	29623	478	19A-4	0
EPI_ISL_559117	29623	542	20B-2	0
EPI_ISL_482634	29623	17	20A-1	0
EPI_ISL_419978	29623	0	20C-1	0
EPI_ISL_470014	29623	294	20B-2	0
EPI_ISL_556852	29623	479	20B-2	0
EPI_ISL_456683	29623	783	20B-2	0
EPI_ISL_447337	29623	0	20A-1	0
EPI_ISL_510312	29623	6	20A-3	0
EPI_ISL_481067	29623	195	20A-3	0
EPI_ISL_549263	29623	905	20C-1	0
EPI_ISL_563235	29623	185	20B-2	0
EPI_ISL_458219	29623	0	20B-2	0
EPI_ISL_555055	29623	1	20B-2	0
EPI_ISL_570641	29623	0	20C-1	0
EPI_ISL_472299	59246	2666	20B-2	0
EPI_ISL_456293	29623	1376	20C-1	0
EPI_ISL_423306	29623	654	20A-3	0
EPI_ISL_522946	29623	451	20A-3	0
EPI_ISL_473008	29623	422	20A-3	0
EPI_ISL_467958	29623	14	19B-3	0
EPI_ISL_524484	29623	0	20B-2	0
EPI_ISL_437344	29623	529	20A-3	0
EPI_ISL_484425	29623	302	19A-4	0
EPI_ISL_471967	29623	0	19A-4	0
EPI_ISL_500652	29623	2	20B-2	0
EPI_ISL_488751	29623	22	20B-2	0
EPI_ISL_449882	29623	0	20B-2	0
EPI_ISL_482448	29623	0	20B-2	0
EPI_ISL_482301	29623	0	20B-2	0
EPI_ISL_454117	29623	448	20B-2	0
EPI_ISL_430138	29623	2693	20A-2	0
EPI_ISL_535970	29623	299	20A-3	0
EPI_ISL_556227	29623	0	20B-2	0
EPI_ISL_458191	29623	0	20A-3	0
EPI_ISL_433469	29623	4	20B-2	1
EPI_ISL_483509	29623	0	20A-3	0
EPI_ISL_542474	29623	812	20C-1	0
EPI_ISL_428834	29623	0	19A-3	0
EPI_ISL_486472	29623	220	20A-3	0
EPI_ISL_536649	29623	1	20C-1	1
EPI_ISL_536599	29623	1	20C-1	1
EPI_ISL_451351	29623	0	19A-1	1
EPI_ISL_550263	29623	0	20B-2	0
EPI_ISL_550915	29623	0	20B-2	0
EPI_ISL_549351	29623	0	20B-2	0
EPI_ISL_550818	29623	0	20B-2	0
EPI_ISL_467977	29623	401	19A-3	0
EPI_ISL_573108	29623	24	20B-2	1
EPI_ISL_536902	29623	2166	20B-2	0
EPI_ISL_433929	29623	275	20B-2	0
EPI_ISL_463685	29623	2771	20A-2	0
EPI_ISL_542834	29623	253	20C-1	0
EPI_ISL_542742	29623	0	20C-1	0
EPI_ISL_426944	29623	2901	19A-2	0
EPI_ISL_576973	29623	2254	20B-2	0
EPI_ISL_578179	29623	2	20A-3	0
EPI_ISL_565382	29623	32	20B-2	0
EPI_ISL_446195	29623	421	20B-2	0
EPI_ISL_499524	29623	427	19A-1	0
EPI_ISL_439830	29623	1389	19A-1	0
EPI_ISL_523549	29623	0	20B-2	0
EPI_ISL_525586	29623	0	20C-1	0
EPI_ISL_455627	29623	21	19A-1	1
EPI_ISL_488823	29623	0	19A-1	0
EPI_ISL_445371	29623	0	20A-3	0
EPI_ISL_421241	29623	0	19B-2	0
EPI_ISL_423500	29623	0	20B-2	0
EPI_ISL_466026	29623	0	20B-2	0
EPI_ISL_550904	29623	0	20A-3	0
EPI_ISL_496495	29623	1148	20A-3	0
EPI_ISL_408010	29623	0	19A-1	0
EPI_ISL_450047	29623	0	20C-1	0
EPI_ISL_482962	29623	0	20C-1	0
EPI_ISL_520883	29623	3	20B-2	0
EPI_ISL_563988	29623	3	20B-2	0
EPI_ISL_559828	29623	0	20B-2	1
EPI_ISL_541413	29623	197	20A-3	1
EPI_ISL_518169	29623	0	20B-2	0
EPI_ISL_530535	29623	544	20B-2	0
EPI_ISL_460828	29623	0	20C-1	0
EPI_ISL_424877	29623	0	20C-1	0
EPI_ISL_460827	29623	0	20C-1	0
EPI_ISL_460824	29623	0	20C-1	0
EPI_ISL_537856	29623	0	20C-1	0
EPI_ISL_569264	29623	0	20C-1	0
EPI_ISL_537836	29623	0	20C-1	0
EPI_ISL_523226	29623	0	20C-1	0
EPI_ISL_523225	29623	0	20C-1	0
EPI_ISL_476824	29623	0	20C-1	0
EPI_ISL_523451	29623	0	20C-1	0
EPI_ISL_422788	29623	0	20C-1	0
EPI_ISL_422566	29623	0	20C-1	0
EPI_ISL_422568	29623	0	20C-1	0
EPI_ISL_417806	29623	0	20C-1	0
EPI_ISL_493328	29623	0	20C-1	0
EPI_ISL_547516	29623	0	20C-1	0
EPI_ISL_420791	29623	0	20C-1	0
EPI_ISL_420792	29623	0	20C-1	0
EPI_ISL_569279	29623	0	20C-1	0
EPI_ISL_417629	29623	0	20C-1	0
EPI_ISL_569332	29623	0	20C-1	0
EPI_ISL_420058	29623	0	20C-1	0
EPI_ISL_569465	29623	0	20C-1	0
EPI_ISL_421501	29623	0	20C-1	0
EPI_ISL_460641	29623	0	20C-1	0
EPI_ISL_523445	29623	0	20C-1	0
EPI_ISL_488148	29623	482	20B-1	0
EPI_ISL_443322	29623	338	20B-2	0
EPI_ISL_482181	29623	1109	20B-2	0
EPI_ISL_540454	29623	0	20B-2	0
EPI_ISL_449111	29623	0	20A-3	0
EPI_ISL_527883	29623	259	20A-3	0
EPI_ISL_492003	29623	0	20B-2	0
EPI_ISL_492005	29623	0	20B-2	0
EPI_ISL_566841	29623	1357	20A-3	0
EPI_ISL_543221	29623	4	20C-1	0
EPI_ISL_481566	29623	0	20A-3	0
EPI_ISL_481567	29623	0	20A-3	0
EPI_ISL_534321	29623	0	20B-2	0
EPI_ISL_486075	29623	0	20C-1	1
EPI_ISL_454027	29623	1719	20B-2	0
EPI_ISL_543062	29623	0	20C-1	0
EPI_ISL_575550	29623	0	20A-3	0
EPI_ISL_446962	29623	315	20B-2	0
EPI_ISL_454526	29623	7	19A-2	0
EPI_ISL_541727	29623	8	20B-2	0
EPI_ISL_521276	29623	0	20B-2	0
EPI_ISL_550591	29623	0	20B-2	0
EPI_ISL_526501	29623	4	20A-3	0
EPI_ISL_554126	29623	884	20B-2	0
EPI_ISL_459673	29623	384	20B-2	0
EPI_ISL_545509	29623	82	20C-1	1
EPI_ISL_494686	29623	235	20A-3	0
EPI_ISL_529566	29623	0	20B-2	0
EPI_ISL_527483	29623	0	20C-1	0
EPI_ISL_563445	29623	68	20B-2	0
EPI_ISL_480977	29623	176	20A-3	0
EPI_ISL_475563	29623	0	19A-1	0
EPI_ISL_475562	29623	0	19A-1	0
EPI_ISL_558956	29623	0	20B-2	0
EPI_ISL_516515	29623	4	20B-2	0
EPI_ISL_534701	29623	0	20C-1	0
EPI_ISL_534700	29623	0	20C-1	0
EPI_ISL_439709	29623	0	19A-1	1
EPI_ISL_477921	29623	834	19B-4	0
EPI_ISL_515410	29623	0	20C-1	0
EPI_ISL_420669	29623	435	20B-2	0
EPI_ISL_425336	29623	513	20A-2	0
EPI_ISL_513770	29623	1	20C-1	0
EPI_ISL_525071	29623	994	20A-3	0
EPI_ISL_535314	29623	0	20C-1	0
EPI_ISL_487750	29623	0	20B-1	0
EPI_ISL_539494	29623	4	20C-1	1
EPI_ISL_510967	29623	37	19A-1	0
EPI_ISL_546487	29623	0	20B-2	0
EPI_ISL_526645	29623	0	20B-2	0
EPI_ISL_418659	29623	7	20A-3	0
EPI_ISL_544357	29623	255	20A-3	0
EPI_ISL_430956	29623	317	19A-3	0
EPI_ISL_480689	29623	630	19A-3	0
EPI_ISL_529897	29623	433	20C-1	0
EPI_ISL_535836	29623	4	19A-4	0
EPI_ISL_432952	29623	449	19A-1	0
EPI_ISL_562313	29623	1869	20B-2	0
EPI_ISL_437972	29623	2	19A-1	1
EPI_ISL_471632	29623	16	20B-2	0
EPI_ISL_532069	29623	0	20A-3	0
EPI_ISL_532828	29623	0	20A-3	0
EPI_ISL_537056	29623	0	20A-3	0
EPI_ISL_532135	29623	0	20A-3	0
EPI_ISL_532103	29623	0	20A-3	0
EPI_ISL_532823	29623	0	20A-3	0
EPI_ISL_556949	29623	0	20A-3	0
EPI_ISL_532778	29623	0	20A-3	0
EPI_ISL_530860	29623	0	20A-3	0
EPI_ISL_532529	29623	0	20A-3	0
EPI_ISL_573373	29623	0	20A-3	0
EPI_ISL_532732	29623	0	20A-3	0
EPI_ISL_532743	29623	0	20A-3	0
EPI_ISL_532073	29623	0	20A-3	0
EPI_ISL_556211	29623	0	20A-3	0
EPI_ISL_554028	29623	0	20A-3	0
EPI_ISL_441282	29623	295	20B-2	0
EPI_ISL_465825	29623	863	19A-1	0
EPI_ISL_524553	29623	2590	20B-2	0
EPI_ISL_507782	29623	2	20A-3	0
EPI_ISL_464977	29623	409	19A-4	0
EPI_ISL_429588	29623	0	20C-1	0
EPI_ISL_468064	29623	0	19B-3	0
EPI_ISL_424337	29623	0	20C-1	0
EPI_ISL_426081	29623	0	20C-1	0
EPI_ISL_495909	29623	0	20C-1	0
EPI_ISL_477690	29623	0	20C-1	0
EPI_ISL_496261	29623	0	20C-1	0
EPI_ISL_463642	29623	0	20C-1	0
EPI_ISL_495837	29623	0	20C-1	0
EPI_ISL_463500	29623	0	20C-1	0
EPI_ISL_495669	29623	0	20C-1	0
EPI_ISL_417454	29623	0	20C-1	0
EPI_ISL_491011	29623	0	20C-1	0
EPI_ISL_424178	29623	0	20C-1	0
EPI_ISL_418953	29623	0	20C-1	0
EPI_ISL_495834	29623	0	20C-1	0
EPI_ISL_437844	29623	0	20C-1	0
EPI_ISL_485979	29623	0	20C-1	0
EPI_ISL_486106	29623	0	20C-1	0
EPI_ISL_424309	29623	0	20C-1	0
EPI_ISL_418878	29623	0	20C-1	0
EPI_ISL_498747	29623	0	20C-1	0
EPI_ISL_461968	29623	2	19A-4	0
EPI_ISL_441869	29623	2	19A-4	0
EPI_ISL_465004	29623	502	20A-3	0
EPI_ISL_564852	29623	1	20B-2	0
EPI_ISL_492114	29623	758	20B-2	0
EPI_ISL_528405	29623	2	20B-2	0
EPI_ISL_443577	29623	298	20B-2	0
EPI_ISL_448479	29623	17	20A-3	0
EPI_ISL_523873	29623	4	20B-2	0
EPI_ISL_547011	29623	0	20C-1	0
EPI_ISL_468431	29623	6	20C-1	0
EPI_ISL_425929	29623	218	20A-3	0
EPI_ISL_499404	29623	1605	20B-2	1
EPI_ISL_465045	29623	191	20B-2	0
EPI_ISL_475788	29623	386	20A-3	0
EPI_ISL_529684	29623	0	20A-1	0
EPI_ISL_531212	29623	0	20A-2	0
EPI_ISL_519357	29623	0	20B-2	0
EPI_ISL_548326	29623	1	20B-2	1
EPI_ISL_537818	29623	362	19B-4	0
EPI_ISL_500905	29623	1	20B-2	0
EPI_ISL_433621	29623	0	20A-3	0
EPI_ISL_551733	29623	121	20A-3	0
EPI_ISL_462315	29623	2	19A-3	0
EPI_ISL_470397	29623	27	20B-2	0
EPI_ISL_540754	29623	1020	20B-2	0
EPI_ISL_443086	29623	166	20A-3	0
EPI_ISL_469558	29623	1	20C-1	0
EPI_ISL_487531	29623	1	20C-1	0
EPI_ISL_425780	29623	0	20A-3	0
EPI_ISL_416323	29623	0	19B-2	0
EPI_ISL_516251	29623	1043	20C-1	0
EPI_ISL_540379	29623	0	20B-2	1
EPI_ISL_463667	29623	0	19B-3	0
EPI_ISL_463378	29623	0	19B-3	0
EPI_ISL_463502	29623	0	19B-3	0
EPI_ISL_463585	29623	0	19B-3	0
EPI_ISL_463675	29623	0	19B-3	0
EPI_ISL_463519	29623	0	19B-3	0
EPI_ISL_463518	29623	0	19B-3	0
EPI_ISL_463517	29623	0	19B-3	0
EPI_ISL_463524	29623	0	19B-3	0
EPI_ISL_463523	29623	0	19B-3	0
EPI_ISL_463525	29623	0	19B-3	0
EPI_ISL_463391	29623	0	19B-3	0
EPI_ISL_471244	29623	0	20C-1	0
EPI_ISL_500512	29623	0	20C-1	0
EPI_ISL_537329	29623	840	20A-3	0
EPI_ISL_479096	29623	114	20B-2	0
EPI_ISL_521109	29623	646	20B-2	0
EPI_ISL_500798	29623	1642	20B-2	0
EPI_ISL_483107	29623	2047	19B-4	1
EPI_ISL_441626	29623	296	19A-1	0
EPI_ISL_440057	29623	296	19A-1	0
EPI_ISL_441341	29623	296	19A-1	0
EPI_ISL_546555	29623	295	20C-1	0
EPI_ISL_460381	29623	270	20C-1	0
EPI_ISL_448223	29623	0	20B-2	0
EPI_ISL_525354	29623	2121	20A-3	1
EPI_ISL_470061	29623	346	20B-2	0
EPI_ISL_557207	29623	1609	20B-2	0
EPI_ISL_571603	29623	0	20C-1	0
EPI_ISL_457343	29623	410	20A-3	0
EPI_ISL_449410	29623	2798	19A-4	0
EPI_ISL_523468	29623	174	20A-2	0
EPI_ISL_565493	29623	17	20B-2	0
EPI_ISL_440446	29623	1373	20B-1	0
EPI_ISL_476149	29623	180	20A-3	0
EPI_ISL_531755	29623	2	20B-2	0
EPI_ISL_477032	29623	0	19B-3	0
EPI_ISL_528118	29623	0	20A-3	0
EPI_ISL_427631	29623	0	20C-1	0
EPI_ISL_488618	29623	1	19A-4	0
EPI_ISL_440206	29623	295	19A-4	0
EPI_ISL_424093	29623	519	20B-1	0
EPI_ISL_474013	29623	15	19A-1	2
EPI_ISL_531677	29623	286	20A-1	0
EPI_ISL_443976	29623	296	19A-4	0
EPI_ISL_457719	29623	0	20C-1	0
EPI_ISL_483952	29623	2	20B-2	0
EPI_ISL_433280	29623	115	20A-3	0
EPI_ISL_453974	29623	97	20B-2	0
EPI_ISL_463960	29623	815	20A-3	0
EPI_ISL_524076	29623	291	20C-1	0
EPI_ISL_478064	29623	104	20A-3	0
EPI_ISL_460037	29623	780	20C-1	0
EPI_ISL_475738	29623	1593	20C-1	0
EPI_ISL_478155	29623	82	20A-3	0
EPI_ISL_517413	29623	586	19A-1	0
EPI_ISL_458358	29623	295	20B-1	0
EPI_ISL_542930	29623	9	20A-3	0
EPI_ISL_446819	29623	426	20B-2	0
EPI_ISL_520345	29623	103	20B-2	0
EPI_ISL_551898	29623	0	20A-1	0
EPI_ISL_438451	29623	296	20B-2	0
EPI_ISL_570573	29623	59	20C-1	0
EPI_ISL_487998	29623	0	20A-3	0
EPI_ISL_519927	29623	0	20B-2	0
EPI_ISL_518538	29623	0	20B-2	0
EPI_ISL_564218	29623	0	20B-2	0
EPI_ISL_521421	29623	0	20B-2	0
EPI_ISL_564120	29623	0	20B-2	0
EPI_ISL_501583	29623	261	19A-4	0
EPI_ISL_557804	29623	0	20B-2	0
EPI_ISL_558502	29623	0	20B-2	0
EPI_ISL_552852	29623	0	20B-2	0
EPI_ISL_555053	29623	0	20B-2	0
EPI_ISL_557597	29623	0	20B-2	0
EPI_ISL_557045	29623	0	20B-2	0
EPI_ISL_559191	29623	0	20B-2	0
EPI_ISL_559193	29623	0	20B-2	0
EPI_ISL_556074	29623	0	20B-2	0
EPI_ISL_559177	29623	0	20B-2	0
EPI_ISL_528258	29623	0	20A-3	0
EPI_ISL_560016	29623	0	20A-3	0
EPI_ISL_566155	29623	0	20B-2	0
EPI_ISL_475391	29623	4	20B-1	0
EPI_ISL_490627	29623	4	20B-1	0
EPI_ISL_473962	29623	137	20A-3	0
EPI_ISL_559808	29623	0	20B-2	0
EPI_ISL_459371	29623	493	20B-2	1
EPI_ISL_570158	29623	0	20A-3	0
EPI_ISL_532939	29623	240	20B-2	0
EPI_ISL_448235	29623	0	20A-3	0
EPI_ISL_573339	29623	2	20B-1	0
EPI_ISL_564759	29623	6	20B-2	0
EPI_ISL_463381	29623	0	20A-1	0
EPI_ISL_524901	29623	0	20C-1	0
EPI_ISL_452951	29623	2716	20B-2	0
EPI_ISL_474922	29623	185	20C-1	0
EPI_ISL_522895	29623	0	20A-3	0
EPI_ISL_531200	29623	0	20B-2	0
EPI_ISL_570819	29623	33	20A-3	0
EPI_ISL_489417	29623	559	20B-2	0
EPI_ISL_486419	29623	0	20B-2	0
EPI_ISL_544892	29623	758	20C-1	0
EPI_ISL_465811	29623	43	20B-2	0
EPI_ISL_432960	29623	596	19A-4	0
EPI_ISL_563964	29623	112	20B-2	0
EPI_ISL_492880	29623	0	20B-2	1
EPI_ISL_492845	29623	0	20B-2	1
EPI_ISL_492868	29623	0	20B-2	1
EPI_ISL_468605	29623	1	20C-1	0
EPI_ISL_459586	29623	295	19A-4	0
EPI_ISL_484836	29623	0	20B-2	0
EPI_ISL_578667	29623	0	20B-2	0
EPI_ISL_578597	29623	0	20B-2	0
EPI_ISL_509942	29623	0	20B-2	0
EPI_ISL_509816	29623	0	20B-2	0
EPI_ISL_471745	29623	0	20A-3	0
EPI_ISL_500901	29623	13	20B-2	0
EPI_ISL_432851	29623	290	20B-1	0
EPI_ISL_429542	29623	0	19A-1	0
EPI_ISL_446246	29623	279	20B-2	1
EPI_ISL_420365	29623	0	20A-3	0
EPI_ISL_562128	29623	325	20B-2	0
EPI_ISL_433878	29623	1	20B-2	0
EPI_ISL_433880	29623	1	20B-2	0
EPI_ISL_433863	29623	1	20B-2	0
EPI_ISL_468098	29623	1051	20C-1	0
EPI_ISL_551101	29623	0	20B-2	1
EPI_ISL_549818	29623	0	20B-2	1
EPI_ISL_440363	29623	332	19A-4	0
EPI_ISL_544782	29623	86	20A-3	0
EPI_ISL_457000	29623	220	20B-2	0
EPI_ISL_449827	29623	267	19B-3	0
EPI_ISL_485164	29623	25	20C-1	0
EPI_ISL_521150	29623	0	20B-2	0
EPI_ISL_489899	29623	508	20A-3	0
EPI_ISL_424143	29623	1246	20A-3	0
EPI_ISL_441585	29623	295	19A-4	0
EPI_ISL_442302	29623	295	19A-4	0
EPI_ISL_573263	29623	278	20B-2	0
EPI_ISL_573264	29623	278	20B-2	0
EPI_ISL_496916	29623	1	20C-1	0
EPI_ISL_517892	29623	66	20C-1	0
EPI_ISL_480909	29623	268	20C-1	0
EPI_ISL_554795	29623	0	20B-2	0
EPI_ISL_495949	29623	269	20B-2	0
EPI_ISL_425686	29623	1279	20B-2	0
EPI_ISL_468402	29623	0	20C-1	0
EPI_ISL_507701	29623	0	20C-1	0
EPI_ISL_546590	29623	507	20A-3	0
EPI_ISL_567071	29623	2129	20A-3	0
EPI_ISL_535676	29623	0	20A-3	0
EPI_ISL_535677	29623	0	20A-3	0
EPI_ISL_535678	29623	0	20A-3	0
EPI_ISL_556742	29623	2	20B-2	0
EPI_ISL_552934	29623	1	20B-2	0
EPI_ISL_461180	29623	0	20A-3	0
EPI_ISL_446998	29623	855	20C-1	0
EPI_ISL_565834	29623	1341	20C-1	0
EPI_ISL_513757	29623	9	20B-2	0
EPI_ISL_467545	29623	251	20A-1	0
EPI_ISL_422034	29623	14	20A-3	0
EPI_ISL_567545	29623	1	20A-3	0
EPI_ISL_536102	29623	0	20B-2	0
EPI_ISL_559952	29623	0	20A-3	0
EPI_ISL_575394	29623	0	20A-3	0
EPI_ISL_575350	29623	0	20A-3	0
EPI_ISL_488018	29623	0	20B-2	0
EPI_ISL_434150	29623	0	20C-1	0
EPI_ISL_538022	29623	29	20B-2	0
EPI_ISL_439620	29623	296	20A-3	0
EPI_ISL_555915	29623	1	20B-2	0
EPI_ISL_474215	29623	0	20A-3	1
EPI_ISL_537115	29623	0	20B-2	0
EPI_ISL_556973	29623	0	20B-2	0
EPI_ISL_552707	29623	0	20B-2	0
EPI_ISL_556797	29623	0	20B-2	0
EPI_ISL_556769	29623	0	20B-2	0
EPI_ISL_556728	29623	0	20B-2	0
EPI_ISL_557751	29623	0	20B-2	0
EPI_ISL_442183	29623	298	19A-4	0
EPI_ISL_432052	29623	1199	20B-2	0
EPI_ISL_545687	29623	0	20C-1	0
EPI_ISL_416395	29623	2845	19A-1	0
EPI_ISL_464567	29623	82	19A-4	0
EPI_ISL_484565	29623	0	20A-3	0
EPI_ISL_518530	29623	0	20B-2	0
EPI_ISL_514344	29623	0	20B-2	0
EPI_ISL_546743	29623	1	20C-1	1
EPI_ISL_469669	29623	379	20A-3	0
EPI_ISL_544601	29623	1	20B-2	0
EPI_ISL_450338	29623	0	20B-2	0
EPI_ISL_436462	29623	10	20A-3	0
EPI_ISL_523869	29623	3	20A-3	0
EPI_ISL_517380	29623	243	20B-1	0
EPI_ISL_546858	29623	507	20C-1	0
EPI_ISL_462682	29623	327	20C-1	0
EPI_ISL_538133	29623	1088	20A-3	0
EPI_ISL_531431	29623	0	20B-2	0
EPI_ISL_552464	29623	0	20B-2	0
EPI_ISL_550114	29623	0	20A-3	0
EPI_ISL_537225	29623	1	20B-2	0
EPI_ISL_496049	29623	0	20B-2	0
EPI_ISL_496163	29623	0	20B-2	0
EPI_ISL_496338	29623	0	20B-2	0
EPI_ISL_561903	29623	487	20B-2	0
EPI_ISL_473427	29623	3	20B-1	0
EPI_ISL_432123	29623	2464	19A-4	0
EPI_ISL_469612	29623	0	19A-4	0
EPI_ISL_469531	29623	0	19A-4	0
EPI_ISL_533146	29623	116	20B-1	0
EPI_ISL_563920	29623	2	20B-2	0
EPI_ISL_544519	29623	0	20C-1	0
EPI_ISL_546423	29623	0	20C-1	0
EPI_ISL_546989	29623	0	20C-1	0
EPI_ISL_546108	29623	0	20C-1	0
EPI_ISL_547013	29623	0	20C-1	0
EPI_ISL_546047	29623	0	20C-1	0
EPI_ISL_447936	29623	221	20B-2	0
EPI_ISL_487252	29623	29	20C-1	0
EPI_ISL_469245	29623	0	20B-2	0
EPI_ISL_469252	29623	0	20B-2	0
EPI_ISL_469251	29623	0	20B-2	0
EPI_ISL_439030	29623	296	20A-3	0
EPI_ISL_454187	29623	562	20B-2	0
EPI_ISL_509358	29623	0	20A-3	0
EPI_ISL_517358	29623	5	20A-3	0
EPI_ISL_429056	29623	159	19B-3	0
EPI_ISL_442819	29623	296	20B-2	0
EPI_ISL_439452	29623	296	20B-2	0
EPI_ISL_555460	29623	1	20B-2	0
EPI_ISL_552207	29623	749	20A-3	0
EPI_ISL_561023	29623	1053	20B-2	0
EPI_ISL_468926	29623	56	20A-3	0
EPI_ISL_572141	29623	0	20C-1	0
EPI_ISL_571770	29623	0	20C-1	0
EPI_ISL_518231	29623	0	20B-2	0
EPI_ISL_564219	29623	0	20B-2	0
EPI_ISL_564957	29623	0	20B-2	0
EPI_ISL_564958	29623	0	20B-2	0
EPI_ISL_517879	29623	94	20C-1	0
EPI_ISL_481638	29623	0	20C-1	0
EPI_ISL_489016	29623	2	20C-1	0
EPI_ISL_539725	29623	68	20B-2	0
EPI_ISL_432524	29623	2099	19A-1	0
EPI_ISL_485154	29623	2405	20C-1	0
EPI_ISL_430038	29623	272	20A-3	0
EPI_ISL_465973	29623	0	19A-4	0
EPI_ISL_557542	29623	260	20B-2	0
EPI_ISL_573791	29623	0	20A-3	0
EPI_ISL_575390	29623	0	20A-3	0
EPI_ISL_530164	29623	0	20C-1	0
EPI_ISL_497891	29623	245	20B-2	0
EPI_ISL_509596	29623	1537	20C-1	0
EPI_ISL_509193	29623	0	20A-3	0
EPI_ISL_526020	29623	0	20A-3	0
EPI_ISL_526076	29623	0	20A-3	0
EPI_ISL_526002	29623	0	20A-3	0
EPI_ISL_525999	29623	0	20A-3	0
EPI_ISL_499974	29623	4	20B-2	0
EPI_ISL_433923	29623	2	20C-1	0
EPI_ISL_484781	29623	524	20C-1	0
EPI_ISL_564404	29623	66	20B-2	0
EPI_ISL_458655	29623	399	20B-2	0
EPI_ISL_446187	29623	207	20A-3	0
EPI_ISL_573667	29623	0	20A-3	0
EPI_ISL_436520	29623	2230	20A-1	0
EPI_ISL_467939	29623	0	20C-1	0
EPI_ISL_439765	29623	295	20A-3	0
EPI_ISL_449366	29623	1381	20A-3	0
EPI_ISL_445558	29623	1973	19A-1	0
EPI_ISL_422717	29623	248	19A-1	0
EPI_ISL_438349	29623	121	19A-4	0
EPI_ISL_521629	29623	107	20B-2	0
EPI_ISL_572912	29623	2	20B-2	0
EPI_ISL_572913	29623	2	20B-2	0
EPI_ISL_572916	29623	2	20B-2	0
EPI_ISL_572914	29623	2	20B-2	0
EPI_ISL_572930	29623	2	20B-2	0
EPI_ISL_531778	29623	0	20A-1	0
EPI_ISL_567707	29623	0	20A-1	0
EPI_ISL_575445	29623	0	20A-1	0
EPI_ISL_567542	29623	0	20A-1	0
EPI_ISL_530841	29623	0	20A-1	0
EPI_ISL_573209	29623	0	20A-1	0
EPI_ISL_575636	29623	0	20A-1	0
EPI_ISL_573289	29623	0	20A-1	0
EPI_ISL_567502	29623	0	20A-1	0
EPI_ISL_552539	29623	0	20A-1	0
EPI_ISL_531786	29623	0	20A-1	0
EPI_ISL_552468	29623	0	20A-1	0
EPI_ISL_529542	29623	0	20A-1	0
EPI_ISL_575911	29623	0	20A-1	0
EPI_ISL_551705	29623	0	20A-1	0
EPI_ISL_549622	29623	0	20A-1	0
EPI_ISL_556767	29623	0	20A-1	0
EPI_ISL_576599	29623	0	20A-1	0
EPI_ISL_531766	29623	0	20A-1	0
EPI_ISL_551175	29623	0	20A-1	0
EPI_ISL_573628	29623	0	20A-1	0
EPI_ISL_551154	29623	0	20A-1	0
EPI_ISL_559817	29623	0	20A-1	0
EPI_ISL_537032	29623	0	20A-1	0
EPI_ISL_573053	29623	0	20A-1	0
EPI_ISL_549678	29623	0	20A-1	0
EPI_ISL_549597	29623	0	20A-1	0
EPI_ISL_566665	29623	0	20A-1	0
EPI_ISL_529576	29623	0	20A-1	0
EPI_ISL_529577	29623	0	20A-1	0
EPI_ISL_529633	29623	0	20A-1	0
EPI_ISL_530995	29623	0	20A-1	0
EPI_ISL_550980	29623	0	20A-1	0
EPI_ISL_551142	29623	0	20A-1	0
EPI_ISL_536929	29623	0	20A-1	0
EPI_ISL_550422	29623	0	20A-1	0
EPI_ISL_549986	29623	0	20A-1	0
EPI_ISL_566890	29623	0	20A-1	0
