accession	parent_clade1	parent_clade2	tclade1_dist	clade2_dist	num_supporting_SNPs	recombination_break_points	breakpoint_midpoint_sites
EPI_ISL_848555	20B-1	19A-3	4	10	14	7	1521,8086,10472,13951,18787,23449,23712
EPI_ISL_848879	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_849113	20B-2	20C-1	2	3	5	1	27104
EPI_ISL_849113	20B-1	20C-1	4	3	7	1	27104
EPI_ISL_849329	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_849330	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_849513	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_849536	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_850514	20B-2	19A-1	3	4	7	4	1521,18787,26024,28764
EPI_ISL_850514	20B-2	19B-2	3	6	9	4	1521,18787,25655,28764
EPI_ISL_850514	20B-2	19A-2	3	7	10	4	701,18787,25927,28764
EPI_ISL_850514	20B-2	19A-4	3	7	10	4	1521,18986,24655,28764
EPI_ISL_850514	20B-2	19A-3	3	9	12	4	1521,18787,23548,28764
EPI_ISL_850514	20B-2	19B-3	3	9	12	4	1521,20613,25655,28764
EPI_ISL_850514	20B-2	19B-4	3	11	14	4	1521,18986,24573,28764
EPI_ISL_850514	20B-2	19B-1	3	13	16	5	247,20951,23600,28764,29173
EPI_ISL_850514	20B-1	19A-1	5	4	9	6	1521,6449,12134,18787,26188,28764
EPI_ISL_850514	20B-1	19B-2	5	6	11	6	1521,9321,12134,18787,25819,28764
EPI_ISL_850514	19A-4	20B-1	7	5	12	6	1521,6449,10472,18986,24819,28764
EPI_ISL_850514	20B-1	19A-2	5	7	12	6	701,6449,10472,18787,26091,28764
EPI_ISL_850514	20B-1	19A-3	5	9	14	6	1521,8086,10472,18787,23712,28764
EPI_ISL_850514	20B-1	19B-3	5	9	14	6	1521,9321,12134,20613,25819,28764
EPI_ISL_850514	20B-1	19B-4	5	11	16	6	1521,9669,12134,18986,24737,28764
EPI_ISL_850514	20B-1	19B-1	5	13	18	7	247,9321,12134,20951,23764,28764,29173
EPI_ISL_850576	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_850727	20C-1	19B-4	2	11	13	4	5791,9011,14488,18986
EPI_ISL_850826	20C-1	19B-4	2	11	13	4	5791,9011,14488,18986
EPI_ISL_850881	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_850987	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_853370	19A-4	20C-1	7	2	9	4	1930,6942,14488,18986
EPI_ISL_853370	20C-1	19B-4	2	11	13	4	1930,5791,14488,18986
EPI_ISL_854364	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_854899	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_854918	20C-1	19B-4	2	11	13	4	5791,9011,14488,18986
EPI_ISL_854946	19A-4	20C-1	7	2	9	4	14488,18986,24365,25735
EPI_ISL_854946	20C-1	19B-4	2	11	13	4	14488,18986,24365,25653
EPI_ISL_854947	19A-4	20C-1	7	2	9	4	14488,18986,24365,25735
EPI_ISL_854947	20C-1	19B-4	2	11	13	4	14488,18986,24365,25653
EPI_ISL_855030	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_855129	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_855142	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_856721	19A-4	20A-3	3	4	7	4	6942,12627,14488,24655
EPI_ISL_856721	19A-4	20A-2	3	5	8	4	6942,12627,14488,24365
EPI_ISL_856721	19A-4	20C-1	3	6	9	4	6942,12627,14488,24365
EPI_ISL_856721	20B-2	19A-4	7	3	10	4	6942,12627,14488,24655
EPI_ISL_856721	19A-4	20B-1	3	9	12	4	10472,12627,14488,23449
EPI_ISL_856721	19A-4	20A-1	3	6	9	6	6942,12627,14488,16723,21022,24365
EPI_ISL_856893	20B-2	19A-4	8	2	10	4	14488,18986,28763,28764
EPI_ISL_856893	19A-4	20B-1	2	10	12	4	14488,18986,28763,28764
EPI_ISL_857167	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_857332	20A-2	19B-2	4	3	7	1	18787
EPI_ISL_857332	20A-1	19B-2	5	3	8	1	21022
EPI_ISL_857332	20C-1	19B-2	5	3	8	1	18787
EPI_ISL_857332	20A-2	19B-3	4	6	10	1	15959
EPI_ISL_857332	20C-1	19B-3	5	6	11	1	15959
EPI_ISL_857332	20A-1	19B-3	5	6	11	3	15959,18350,21022
EPI_ISL_857332	20A-2	19B-4	4	8	12	3	9011,11824,14488
EPI_ISL_857332	20C-1	19B-4	5	8	13	3	9011,11824,14488
EPI_ISL_857332	20A-1	19B-4	5	8	13	5	9011,11824,14488,16723,21022
EPI_ISL_857332	20A-2	19B-1	4	10	14	5	247,1645,2989,5861,16454
EPI_ISL_857332	20C-1	19B-1	5	10	15	5	247,656,2989,5861,16454
EPI_ISL_857332	20A-1	19B-1	5	10	15	7	247,1645,2989,5861,16454,18688,21022
EPI_ISL_857498	19A-4	20B-1	7	5	12	5	14488,18986,23449,24819,27394
EPI_ISL_857498	20B-1	19B-4	5	11	16	5	14488,18986,23449,24737,28754
EPI_ISL_859562	20A-3	19B-1	3	10	13	3	247,1645,5861
EPI_ISL_859562	20A-2	19B-1	4	10	14	5	247,1645,5861,24680,26028
EPI_ISL_859562	20C-1	19B-1	5	10	15	5	247,656,5861,24680,26028
EPI_ISL_859562	20B-2	19B-1	6	10	16	5	247,1645,5861,28394,29173
EPI_ISL_859562	20A-1	19B-1	5	10	15	7	247,1645,5861,18688,21022,24680,26028
EPI_ISL_859562	20B-1	19B-1	8	10	18	9	247,1645,5861,9321,12134,23449,23764,28394,29173
EPI_ISL_859594	20B-2	19A-1	2	5	7	3	1521,8604,18787
EPI_ISL_859594	20B-2	19B-2	2	7	9	3	1521,11477,18787
EPI_ISL_859594	20B-2	19A-2	2	8	10	3	701,12627,18787
EPI_ISL_859594	20B-2	19A-4	2	8	10	3	1521,12627,14488
EPI_ISL_859594	20B-2	19A-3	2	10	12	3	1521,13951,18787
EPI_ISL_859594	20B-2	19B-3	2	10	12	3	1521,11477,15959
EPI_ISL_859594	20B-2	19B-4	2	12	14	3	1521,11824,14488
EPI_ISL_859594	20B-2	19B-1	2	14	16	3	247,11477,16454
EPI_ISL_859594	20B-1	19A-1	4	5	9	5	1521,6449,18787,23449,26188
EPI_ISL_859594	20B-1	19B-2	4	7	11	5	1521,9321,18787,23449,25819
EPI_ISL_859594	20B-1	19B-3	4	10	14	5	1521,9321,15959,23449,25819
EPI_ISL_859594	20B-1	19B-4	4	12	16	5	1521,9669,14488,23449,24737
EPI_ISL_859594	20B-1	19B-1	4	14	18	5	247,9321,16454,23449,23764
EPI_ISL_859594	19A-4	20B-1	8	4	12	7	1521,6449,10472,12627,14488,23449,24819
EPI_ISL_859594	20B-1	19A-2	4	8	12	7	701,6449,10472,12627,18787,23449,26091
EPI_ISL_859594	20B-1	19A-3	4	10	14	7	1521,8086,10472,13951,18787,23449,23712
EPI_ISL_859693	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_859693	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_859791	20A-3	19B-2	2	4	6	2	1521,25655
EPI_ISL_859791	20A-2	19B-2	3	4	7	2	1521,24365
EPI_ISL_859791	20C-1	19B-2	4	4	8	2	1930,24365
EPI_ISL_859791	20A-3	19B-3	2	7	9	2	1521,25655
EPI_ISL_859791	20B-2	19B-2	5	4	9	2	1521,25655
EPI_ISL_859791	20A-2	19B-3	3	7	10	2	1521,24365
EPI_ISL_859791	20C-1	19B-3	4	7	11	2	1930,24365
EPI_ISL_859791	20B-2	19B-3	5	7	12	2	1521,25655
EPI_ISL_859791	20A-3	19B-4	2	9	11	3	1521,26943,28282
EPI_ISL_859791	20A-3	19B-1	2	11	13	3	247,27992,28804
EPI_ISL_859791	20B-2	19B-1	5	11	16	3	247,27992,29173
EPI_ISL_859791	20A-1	19B-2	4	4	8	4	1521,16524,21022,24365
EPI_ISL_859791	20A-1	19B-3	4	7	11	4	1521,18350,21022,24365
EPI_ISL_859791	20B-1	19B-2	7	4	11	4	1521,9321,12134,23449
EPI_ISL_859791	20B-1	19B-3	7	7	14	4	1521,9321,12134,23449
EPI_ISL_859791	20B-2	19B-4	5	9	14	4	1521,26943,28282,28754
EPI_ISL_859791	20A-2	19B-4	3	9	12	5	1521,24365,25653,26943,28282
EPI_ISL_859791	20C-1	19B-4	4	9	13	5	1930,24365,25653,26943,28282
EPI_ISL_859791	20A-2	19B-1	3	11	14	5	247,24680,26028,27992,28804
EPI_ISL_859791	20A-1	19B-4	4	9	13	7	1521,16723,21022,24365,25653,26943,28282
EPI_ISL_859791	20A-1	19B-1	4	11	15	7	247,18688,21022,24680,26028,27992,28804
EPI_ISL_859791	20C-1	19B-1	4	11	15	7	247,656,1930,24680,26028,27992,28804
EPI_ISL_859791	20B-1	19B-1	7	11	18	7	247,9321,12134,23449,23764,27992,29173
EPI_ISL_859791	20B-1	19B-4	7	9	16	8	1521,9669,12134,23449,24737,26943,28282,28754
EPI_ISL_859845	20B-1	20A-1	3	4	7	2	14369,27104
EPI_ISL_859859	20B-2	20A-1	2	3	5	1	27104
EPI_ISL_859859	20B-1	20A-1	4	3	7	1	27104
EPI_ISL_859980	19A-1	20A-3	2	2	4	2	1521,18787
EPI_ISL_859980	19A-1	20A-2	2	3	5	2	1521,18787
EPI_ISL_859980	19A-1	20A-1	2	4	6	2	1521,16524
EPI_ISL_859980	19A-1	20C-1	2	4	6	2	1930,18787
EPI_ISL_859980	20B-2	19A-1	5	2	7	2	1521,18787
EPI_ISL_859980	20A-3	19B-2	2	4	6	3	1521,18787,25655
EPI_ISL_859980	19A-2	20A-3	5	2	7	3	701,18787,25927
EPI_ISL_859980	19A-4	20A-3	5	2	7	3	1521,18986,24655
EPI_ISL_859980	20A-2	19B-2	3	4	7	3	1521,18787,26735
EPI_ISL_859980	19A-2	20A-2	5	3	8	3	701,18787,27007
EPI_ISL_859980	19A-4	20A-2	5	3	8	3	1521,18986,25735
EPI_ISL_859980	20A-1	19B-2	4	4	8	3	1521,16524,26735
EPI_ISL_859980	20C-1	19B-2	4	4	8	3	1930,18787,26735
EPI_ISL_859980	19A-2	20A-1	5	4	9	3	701,16524,27007
EPI_ISL_859980	19A-2	20C-1	5	4	9	3	1110,18787,27007
EPI_ISL_859980	19A-3	20A-3	7	2	9	3	1521,18787,23548
EPI_ISL_859980	19A-4	20A-1	5	4	9	3	1521,16723,25735
EPI_ISL_859980	19A-4	20C-1	5	4	9	3	1930,18986,25735
EPI_ISL_859980	20A-3	19B-3	2	7	9	3	1521,20613,25655
EPI_ISL_859980	20A-2	19B-3	3	7	10	3	1521,20613,26735
EPI_ISL_859980	20A-1	19B-3	4	7	11	3	1521,18350,26735
EPI_ISL_859980	20A-3	19B-4	2	9	11	3	1521,18986,24573
EPI_ISL_859980	20C-1	19B-3	4	7	11	3	1930,20613,26735
EPI_ISL_859980	20A-2	19B-4	3	9	12	3	1521,18986,25653
EPI_ISL_859980	20A-1	19B-4	4	9	13	3	1521,16723,25653
EPI_ISL_859980	20A-3	19B-1	2	11	13	3	247,20951,23600
EPI_ISL_859980	20C-1	19B-4	4	9	13	3	1930,18986,25653
EPI_ISL_859980	20B-1	19A-1	7	2	9	4	1521,6449,12134,18787
EPI_ISL_859980	20B-2	19B-2	5	4	9	4	1521,18787,25655,28394
EPI_ISL_859980	20B-2	19A-2	5	5	10	4	701,18787,25927,28666
EPI_ISL_859980	20B-2	19A-4	5	5	10	4	1521,18986,24655,27394
EPI_ISL_859980	20B-2	19A-3	5	7	12	4	1521,18787,23548,28478
EPI_ISL_859980	20B-2	19B-3	5	7	12	4	1521,20613,25655,28394
EPI_ISL_859980	20B-2	19B-4	5	9	14	4	1521,18986,24573,28754
EPI_ISL_859980	19A-3	20A-2	7	3	10	5	1521,18787,23548,24628,26819
EPI_ISL_859980	19A-3	20A-1	7	4	11	5	1521,16524,23548,24628,26819
EPI_ISL_859980	19A-3	20C-1	7	4	11	5	1930,18787,23548,24628,26819
EPI_ISL_859980	20A-2	19B-1	3	11	14	5	247,20951,23600,24680,26028
EPI_ISL_859980	20A-1	19B-1	4	11	15	5	247,18688,23600,24680,26028
EPI_ISL_859980	20B-2	19B-1	5	11	16	5	247,20951,23600,28394,29173
EPI_ISL_859980	20B-1	19B-2	7	4	11	6	1521,9321,12134,18787,25819,28394
EPI_ISL_859980	19A-4	20B-1	5	7	12	6	1521,6449,10472,18986,24819,27394
EPI_ISL_859980	20B-1	19A-2	7	5	12	6	701,6449,10472,18787,26091,28666
EPI_ISL_859980	20B-1	19A-3	7	7	14	6	1521,8086,10472,18787,23712,28478
EPI_ISL_859980	20B-1	19B-3	7	7	14	6	1521,9321,12134,20613,25819,28394
EPI_ISL_859980	20B-1	19B-4	7	9	16	6	1521,9669,12134,18986,24737,28754
EPI_ISL_859980	20C-1	19B-1	4	11	15	7	247,656,1930,20951,23600,24680,26028
EPI_ISL_859980	20B-1	19B-1	7	11	18	7	247,9321,12134,20951,23764,28394,29173
EPI_ISL_860012	20A-3	19B-2	4	2	6	4	1521,5791,18787,25655
EPI_ISL_860012	20A-2	19B-2	5	2	7	4	1521,5791,18787,24365
EPI_ISL_860012	20A-1	19B-2	6	2	8	4	1521,5791,21022,24365
EPI_ISL_860012	20C-1	19B-2	6	2	8	4	1930,5791,18787,24365
EPI_ISL_860012	20A-3	19B-3	4	5	9	4	1521,5791,15959,25655
EPI_ISL_860012	20B-2	19B-2	7	2	9	4	1521,5791,18787,25655
EPI_ISL_860012	20A-2	19B-3	5	5	10	4	1521,5791,15959,24365
EPI_ISL_860012	20B-1	19B-2	9	2	11	4	1521,5791,18787,23449
EPI_ISL_860012	20C-1	19B-3	6	5	11	4	1930,5791,15959,24365
EPI_ISL_860012	20B-2	19B-3	7	5	12	4	1521,5791,15959,25655
EPI_ISL_860012	20B-1	19B-3	9	5	14	4	1521,5791,15959,23449
EPI_ISL_860012	20A-3	19B-1	4	9	13	5	247,5861,16454,27992,28804
EPI_ISL_860012	20B-2	19B-1	7	9	16	5	247,5861,16454,27992,29173
EPI_ISL_860012	20A-1	19B-3	6	5	11	6	1521,5791,15959,18350,21022,24365
EPI_ISL_860012	20A-3	19B-4	4	7	11	7	1521,5791,9011,11824,14488,26943,28282
EPI_ISL_860012	20A-2	19B-1	5	9	14	7	247,5861,16454,24680,26028,27992,28804
EPI_ISL_860012	20B-1	19B-1	9	9	18	7	247,5861,16454,23449,23764,27992,29173
EPI_ISL_860012	20B-2	19B-4	7	7	14	8	1521,5791,9011,11824,14488,26943,28282,28754
EPI_ISL_860012	20A-2	19B-4	5	7	12	9	1521,5791,9011,11824,14488,24365,25653,26943,28282
EPI_ISL_860012	20C-1	19B-4	6	7	13	9	1930,5791,9011,11824,14488,24365,25653,26943,28282
EPI_ISL_860012	20A-1	19B-1	6	9	15	9	247,5861,16454,18688,21022,24680,26028,27992,28804
EPI_ISL_860012	20C-1	19B-1	6	9	15	9	247,656,1930,5861,16454,24680,26028,27992,28804
EPI_ISL_860012	20B-1	19B-4	9	7	16	10	1521,5791,9011,9669,14488,23449,24737,26943,28282,28754
EPI_ISL_860012	20A-1	19B-4	6	7	13	11	1521,5791,9011,11824,14488,16723,21022,24365,25653,26943,28282
EPI_ISL_860040	20A-2	19B-2	4	3	7	1	18787
EPI_ISL_860040	20A-1	19B-2	5	3	8	1	21022
EPI_ISL_860040	20C-1	19B-2	5	3	8	1	18787
EPI_ISL_860040	20A-2	19B-3	4	6	10	1	15959
EPI_ISL_860040	20C-1	19B-3	5	6	11	1	15959
EPI_ISL_860040	20A-1	19B-3	5	6	11	3	15959,18350,21022
EPI_ISL_860040	20A-2	19B-4	4	8	12	3	9011,11824,14488
EPI_ISL_860040	20C-1	19B-4	5	8	13	3	9011,11824,14488
EPI_ISL_860040	20A-1	19B-4	5	8	13	5	9011,11824,14488,16723,21022
EPI_ISL_860040	20A-2	19B-1	4	10	14	5	247,1645,2989,5861,16454
EPI_ISL_860040	20C-1	19B-1	5	10	15	5	247,656,2989,5861,16454
EPI_ISL_860040	20A-1	19B-1	5	10	15	7	247,1645,2989,5861,16454,18688,21022
EPI_ISL_860045	20A-2	19B-2	4	3	7	1	18787
EPI_ISL_860045	20A-1	19B-2	5	3	8	1	21022
EPI_ISL_860045	20C-1	19B-2	5	3	8	1	18787
EPI_ISL_860045	20A-2	19B-3	4	6	10	1	15959
EPI_ISL_860045	20C-1	19B-3	5	6	11	1	15959
EPI_ISL_860045	20A-1	19B-3	5	6	11	3	15959,18350,21022
EPI_ISL_860045	20A-2	19B-4	4	8	12	3	9011,11824,14488
EPI_ISL_860045	20C-1	19B-4	5	8	13	3	9011,11824,14488
EPI_ISL_860045	20A-1	19B-4	5	8	13	5	9011,11824,14488,16723,21022
EPI_ISL_860045	20A-2	19B-1	4	10	14	5	247,1645,2989,5861,16454
EPI_ISL_860045	20C-1	19B-1	5	10	15	5	247,656,2989,5861,16454
EPI_ISL_860045	20A-1	19B-1	5	10	15	7	247,1645,2989,5861,16454,18688,21022
EPI_ISL_860056	20B-2	19A-1	4	3	7	1	26024
EPI_ISL_860056	20B-1	19A-1	6	3	9	1	26188
EPI_ISL_860056	20B-2	19B-2	4	5	9	3	5791,11477,25655
EPI_ISL_860056	20B-1	19B-2	6	5	11	3	5791,9321,25819
EPI_ISL_860056	20B-2	19A-3	4	8	12	3	4556,13951,23548
EPI_ISL_860056	20B-2	19A-2	4	6	10	5	701,2099,6942,12627,25927
EPI_ISL_860056	20B-2	19A-4	4	6	10	5	6942,12627,14488,18986,24655
EPI_ISL_860056	19A-4	20B-1	6	6	12	5	10472,12627,14488,18986,24819
EPI_ISL_860056	20B-1	19A-2	6	6	12	5	701,2099,10472,12627,26091
EPI_ISL_860056	20B-2	19B-3	4	8	12	5	5791,11477,15959,20613,25655
EPI_ISL_860056	20B-1	19A-3	6	8	14	5	4556,8086,10472,13951,23712
EPI_ISL_860056	20B-1	19B-3	6	8	14	5	5791,9321,15959,20613,25819
EPI_ISL_860056	20B-2	19B-4	4	10	14	5	5791,11824,14488,18986,24573
EPI_ISL_860056	20B-1	19B-4	6	10	16	5	5791,9669,14488,18986,24737
EPI_ISL_860056	20B-2	19B-1	4	12	16	7	247,1645,2989,11477,16454,20951,23600
EPI_ISL_860056	20B-1	19B-1	6	12	18	7	247,1645,2989,9321,16454,20951,23764
EPI_ISL_860233	20A-2	19B-2	4	3	7	1	18787
EPI_ISL_860233	20A-1	19B-2	5	3	8	1	21022
EPI_ISL_860233	20C-1	19B-2	5	3	8	1	18787
EPI_ISL_860233	20A-2	19B-3	4	6	10	1	15959
EPI_ISL_860233	20C-1	19B-3	5	6	11	1	15959
EPI_ISL_860233	20A-1	19B-3	5	6	11	3	15959,18350,21022
EPI_ISL_860233	20A-2	19B-4	4	8	12	3	9011,11824,14488
EPI_ISL_860233	20C-1	19B-4	5	8	13	3	9011,11824,14488
EPI_ISL_860233	20A-1	19B-4	5	8	13	5	9011,11824,14488,16723,21022
EPI_ISL_860233	20A-2	19B-1	4	10	14	5	247,1645,2989,5861,16454
EPI_ISL_860233	20C-1	19B-1	5	10	15	5	247,656,2989,5861,16454
EPI_ISL_860233	20A-1	19B-1	5	10	15	7	247,1645,2989,5861,16454,18688,21022
EPI_ISL_860234	20A-2	19B-2	4	3	7	1	18787
EPI_ISL_860234	20A-1	19B-2	5	3	8	1	21022
EPI_ISL_860234	20C-1	19B-2	5	3	8	1	18787
EPI_ISL_860234	20A-2	19B-3	4	6	10	1	15959
EPI_ISL_860234	20C-1	19B-3	5	6	11	1	15959
EPI_ISL_860234	20A-1	19B-3	5	6	11	3	15959,18350,21022
EPI_ISL_860234	20A-2	19B-4	4	8	12	3	9011,11824,14488
EPI_ISL_860234	20C-1	19B-4	5	8	13	3	9011,11824,14488
EPI_ISL_860234	20A-1	19B-4	5	8	13	5	9011,11824,14488,16723,21022
EPI_ISL_860234	20A-2	19B-1	4	10	14	5	247,1645,2989,5861,16454
EPI_ISL_860234	20C-1	19B-1	5	10	15	5	247,656,2989,5861,16454
EPI_ISL_860234	20A-1	19B-1	5	10	15	7	247,1645,2989,5861,16454,18688,21022
EPI_ISL_860825	20A-3	19B-3	2	7	9	3	1521,17841,20613
EPI_ISL_860825	20B-2	19B-3	5	7	12	4	1521,17841,20613,28394
EPI_ISL_860825	20A-2	19B-3	3	7	10	5	1521,17841,20613,24365,26735
EPI_ISL_860825	20A-1	19B-3	4	7	11	5	1521,17841,21022,24365,26735
EPI_ISL_860825	20C-1	19B-3	4	7	11	5	1930,17841,20613,24365,26735
EPI_ISL_860825	20B-1	19B-3	7	7	14	8	1521,9321,12134,17841,20613,23449,25819,28394
EPI_ISL_861048	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_861243	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_861363	20C-1	19B-4	2	11	13	4	5791,9011,14488,18986
EPI_ISL_861846	20A-1	19B-4	2	11	13	4	24365,25653,28282,28642
EPI_ISL_864699	20B-1	20A-3	3	2	5	1	26188
EPI_ISL_864699	20B-1	20A-2	3	3	6	1	27104
EPI_ISL_864699	20B-1	20A-1	3	4	7	1	27104
EPI_ISL_864699	20B-1	20C-1	3	4	7	1	27104
EPI_ISL_864699	20B-1	19A-1	3	6	9	1	26188
EPI_ISL_864699	20B-1	19B-2	3	8	11	1	28394
EPI_ISL_864699	19A-4	20B-1	9	3	12	1	27394
EPI_ISL_864699	20B-1	19A-2	3	9	12	1	28666
EPI_ISL_864699	20B-1	19A-3	3	11	14	1	28478
EPI_ISL_864699	20B-1	19B-3	3	11	14	1	28394
EPI_ISL_864699	20B-1	19B-4	3	13	16	1	28754
EPI_ISL_864699	20B-1	19B-1	3	15	18	2	28394,29173
EPI_ISL_868720	19A-2	20A-1	7	2	9	4	6942,12627,24365,27007
EPI_ISL_868720	19A-4	20A-1	7	2	9	4	6942,12627,24365,25735
EPI_ISL_868720	19A-3	20A-1	9	2	11	4	8579,12288,24628,26819
EPI_ISL_869182	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_869247	20B-2	19A-3	2	10	12	4	8579,12288,26002,28478
EPI_ISL_869247	20B-1	19A-3	4	10	14	6	8086,12288,23449,23712,26002,28478
EPI_ISL_872624	20A-3	19B-2	4	2	6	4	1521,5791,18787,25655
EPI_ISL_872624	20A-2	19B-2	5	2	7	4	1521,5791,18787,24365
EPI_ISL_872624	20A-1	19B-2	6	2	8	4	1521,5791,21022,24365
EPI_ISL_872624	20C-1	19B-2	6	2	8	4	1930,5791,18787,24365
EPI_ISL_872624	20A-3	19B-3	4	5	9	4	1521,5791,15959,25655
EPI_ISL_872624	20B-2	19B-2	7	2	9	4	1521,5791,18787,25655
EPI_ISL_872624	20A-2	19B-3	5	5	10	4	1521,5791,15959,24365
EPI_ISL_872624	20B-1	19B-2	9	2	11	4	1521,5791,18787,23449
EPI_ISL_872624	20C-1	19B-3	6	5	11	4	1930,5791,15959,24365
EPI_ISL_872624	20B-2	19B-3	7	5	12	4	1521,5791,15959,25655
EPI_ISL_872624	20B-1	19B-3	9	5	14	4	1521,5791,15959,23449
EPI_ISL_872624	20A-3	19B-1	4	9	13	5	247,5861,16454,27992,28804
EPI_ISL_872624	20B-2	19B-1	7	9	16	5	247,5861,16454,27992,29173
EPI_ISL_872624	20A-1	19B-3	6	5	11	6	1521,5791,15959,18350,21022,24365
EPI_ISL_872624	20A-3	19B-4	4	7	11	7	1521,5791,9011,11824,14488,26943,28282
EPI_ISL_872624	20A-2	19B-1	5	9	14	7	247,5861,16454,24680,26028,27992,28804
EPI_ISL_872624	20B-1	19B-1	9	9	18	7	247,5861,16454,23449,23764,27992,29173
EPI_ISL_872624	20B-2	19B-4	7	7	14	8	1521,5791,9011,11824,14488,26943,28282,28754
EPI_ISL_872624	20A-2	19B-4	5	7	12	9	1521,5791,9011,11824,14488,24365,25653,26943,28282
EPI_ISL_872624	20C-1	19B-4	6	7	13	9	1930,5791,9011,11824,14488,24365,25653,26943,28282
EPI_ISL_872624	20A-1	19B-1	6	9	15	9	247,5861,16454,18688,21022,24680,26028,27992,28804
EPI_ISL_872624	20C-1	19B-1	6	9	15	9	247,656,1930,5861,16454,24680,26028,27992,28804
EPI_ISL_872624	20B-1	19B-4	9	7	16	10	1521,5791,9011,9669,14488,23449,24737,26943,28282,28754
EPI_ISL_872624	20A-1	19B-4	6	7	13	11	1521,5791,9011,11824,14488,16723,21022,24365,25653,26943,28282
EPI_ISL_872762	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_873098	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_873101	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_873107	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_873112	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_873137	20C-1	19B-4	2	11	13	4	5791,9011,14488,18986
EPI_ISL_873144	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_873183	19A-4	20C-1	7	2	9	4	1930,6942,14488,18986
EPI_ISL_873183	20C-1	19B-4	2	11	13	4	1930,5791,14488,18986
EPI_ISL_873196	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_876237	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_876568	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_876629	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_876710	19A-4	20C-1	7	2	9	4	6942,12627,14488,18986
EPI_ISL_876918	20B-2	19A-4	2	8	10	4	6942,12627,14488,18986
EPI_ISL_876918	19A-4	20B-1	8	4	12	6	6449,12627,14488,18986,23449,24819
EPI_ISL_877410	20C-1	19B-4	2	11	13	4	14488,18986,28282,28642
EPI_ISL_877497	20C-1	19B-4	2	11	13	4	14488,18986,28282,28642
EPI_ISL_877498	20C-1	19B-4	2	11	13	4	14488,18986,28282,28642
EPI_ISL_877599	19A-1	20C-1	4	2	6	3	532,18787,24365
EPI_ISL_877599	20C-1	19B-2	2	6	8	3	532,18787,24365
EPI_ISL_877599	19A-2	20C-1	7	2	9	3	532,18787,24365
EPI_ISL_877599	19A-4	20C-1	7	2	9	3	532,18986,24365
EPI_ISL_877599	19A-3	20C-1	9	2	11	3	532,18787,23548
EPI_ISL_877599	20C-1	19B-3	2	9	11	3	532,20613,24365
EPI_ISL_877599	20C-1	19B-4	2	11	13	3	532,18986,24365
EPI_ISL_877599	20C-1	19B-1	2	13	15	3	247,20951,23600
EPI_ISL_877602	19A-1	19B-3	2	3	5	1	17841
EPI_ISL_877602	19A-4	19B-3	5	3	8	3	9814,16158,17841
EPI_ISL_877602	19A-2	19B-3	5	3	8	4	4971,9814,14297,17841
EPI_ISL_877602	20A-3	19B-3	6	3	9	4	5791,11477,15959,17841
EPI_ISL_877602	19A-3	19B-3	7	3	10	4	7429,9814,15620,17841
EPI_ISL_877602	20A-2	19B-3	7	3	10	4	5791,11477,15959,17841
EPI_ISL_877602	20A-1	19B-3	8	3	11	4	5791,11477,15959,17841
EPI_ISL_877602	20C-1	19B-3	8	3	11	4	5791,11477,15959,17841
EPI_ISL_877602	20B-2	19B-3	9	3	12	4	5791,11477,15959,17841
EPI_ISL_877602	20B-1	19B-3	11	3	14	4	5791,9321,15959,17841
